algo,obs_mode,seed,episodes,mean_reward,std_reward,mean_len,success_rate,completion_ratio,near_clear_rate,model_path,vecnorm_used
ppo,minimal,0,100,87.08919999530539,143.96738679576862,586.08,0.02,0.90390625,0.69,models\pacman_ppo_minimal_seed0.zip,yes
