algo,obs_mode,seed,episodes,mean_reward,std_reward,mean_len,success_rate,completion_ratio,near_clear_rate,model_path,vecnorm_used
dqn,minimal,0,100,95.71749801905825,314.28971049740295,413.25,0.09,0.82578125,0.58,models\pacman_dqn_minimal_seed0.zip,yes
